comment,emotion
以上方法试了后你会发现，真正最有效的解决方法是直接升级你的硬盘[妙啊],0
距离绵羊料理参加高考还有2953天[doge_金箍],0
哎上海这样的早餐店越来越少了 希望早餐店可以一直开下去,1
[给心心][打call],-1
"白菜:看你说的，我哪有A cup
[眞白花音_拿着白菜][眞白花音_拿着白菜][眞白花音_拿着白菜]",-1
早上上班前坐高铁去天津就为了这口,1
@救命我被挂在星星上了,0
01:43 预购cod21送的匕首蓝图[物述有栖_看戏],1
@DJI大疆创新  这不来投资么[呲牙],1
"我玩手游大战场发现最重要的一点就是
医疗兵一定要会救人
工程兵一定要会反载
侦查兵一定要会标记
突击位一定会冲点
以及最重要的，技能亮了一定要放，不要特殊技能放在那发霉",1
今夕是何年[doge_金箍],0
有些单机游戏，真是绝了以至于我很疑惑到底为什么有人会不玩它？我问我朋友发现他是：没见过太阳所以才对太阳不感兴趣（憋笑）,0
这块原石的石形很怪，感觉很久很久以前，应该是某一块更大的石头的一部分，或者说是那块石头的一个盖。可能之前真的是品质很不错的翡翠，但因为跟主体分离，随着时间推移，高品质的翡翠，逐渐被癣吃掉了。。。,1
你的二叔也治好了你的精神内耗吗[笑哭][笑哭],1
已充电，蹲一个收款码，大一牛马医学牲，只能贡献一点饭钱，能帮多少是多少[抱拳],0
已充电，蹲一个收款码，大一牛马医学牲，只能贡献一点饭钱，能帮多少是多少[抱拳],0
我希望先生能发大财！希望先生和老板娘百年好合！,1
"段位稍微高点，其实大概的思路都懂得七七八八，关键是两个点
1，要指望别人听人话，不光是听你的建议照做，还得保证他们开了语音，听得到建议[笑哭]
2，队友有反馈，有说话，能说出来一些关键信息（xx绕后了、xx主防开过了……）
昨天打了三把，两把指挥官，有两把大家语音里面讨论的都很激烈，有闲聊也有各种玩笑话，各种反馈、建议，都赢了。
还有一把从头到尾麦里就我一人讲话，每次标的高威胁都不针对性的打，强烈怀疑他们根本就没开我的语音，果不其然，这一把输了个彻底。",-1
"非常好的作品，能感觉到镜头文字旁白音，是音声相契一气呵成的，这种协调和统一让人觉得细腻而真实。
少了一分匠气，多了一分真。",1
第一个缓存清理了有概率造成系统蓝屏不开机哦[doge],-1
服务员:这姑娘年纪轻轻就拥有了自己的飞机场[脱单doge],1
火神队伍里希诺宁刷什么圣遗物啊？我看有人说刷教管套好些，是这么回事吗？,1
"哇这个模型好精致啊[打call]
（MMD24号收藏夹进行收录）",1
小测人脉这一块,-1
他甚至连嘴型都对上了,-1
所以这是抢夺还是诈骗？,-1
菜做好了，想想怎么端上桌吧,1
拍摄手法挺专业的，是专业学生吧,1
直肠ca刚好是我专业，我也就个北医研究生，帮不了大忙，但是如果有需要，私我帮忙看看报告，节省个门诊挂号费还是可以的。术前新辅助，术后辅助和复查安排,1
哈哈哈还不错,1
大姨十周年快乐！！[给心心][给心心],1
第一个选择走完徽因线，真的很感动，以前只知道徽因是个才女，现在看到她对中国建筑的坚持，对她的认识又深了几分，又看到在那个战火纷飞的年代知识分子的不易，真的很好这个视频，打算走完所有的支线！,1
比那个节目强hhh,1
就这吃那边枪毙你爸爸都不心疼,-1
如果真这么牛，应该会被收编，如果没这么牛，那么后续就要赚钱了[doge],0
来了来了，正在外面吃铁锅炖[doge][doge][doge],0
不会就是这块石头亏多了最近才一直直播卖货回笼资金的吧[笑哭],1
这儿的面粉劲道，揉的出活路。这句好有感觉！,1
谁说4小时的，我考试选c就结束了[微笑],0
确实不错了。,1
汶川大地震那年我两岁半，那天一直哭不让爸妈走，没多久就开始地震了，爸妈抱着我拉着爷爷奶奶往楼下冲。为了躲地震全部人挤在街上那一刻记得特别清楚，去年听我爸说当时成都地震起码有4—5级，真是难忘的记忆,0
中国的标准是不是比日本大呀[局长的教育手册静态表情包_？]那白菜就不是钢板了[局长的教育手册静态表情包_气呼呼],-1
刻上“授命于天，既寿永昌”,1
第一次看我记得是日本探店那个视频，文案风趣幽默，所以才关注的,0
但行好事莫问前程，祝奶奶长命百岁，小朋友健康成长[打call],1
被欠钱的人：[微笑],0
使用诈骗的手法实施抢劫[傲娇],-1
感觉我给你投俩币都比在红十字会扔钱打水漂强[OK],1
三万块在那些富豪手里也就开一瓶酒，在这个家庭里却能换一个新家，让奶奶和她孙子燃起对生活的希望，我真心觉得如果你有钱多就应该这样花，自己开心也让他人有了希望，多好啊，买那些奢侈品不知道有什么意义,1
好耶[兰音Reine收藏集·第二弹_一键三连]还是二次元唱『春意红包』有二次元的年味[兰音Reine收藏集·第二弹_贴贴]！,1
泪目，太多经典的游戏场景，每次选择都是希望能有一个好结局，也祝各位心想事成,1
孩子们，up主的讲解视频的播放量已经比原片高了，证明了很多人几乎就没看过indie cross第二集的原动画，我在这里引个流，顺便支持一下老白[笑哭]https://b23.tv/BV143LNzLEsR,0
来了兄弟。,1
刚开始工作的娃只能尽一点绵薄之力了[大哭][大哭][大哭][大哭][大哭][大哭]评论区有姐姐的账号大家可以点进去。希望姐姐和孩子们越来越好啊 一定健健康康的[拥抱][拥抱][拥抱],1
我学识浅薄学艺不精，我个人觉得改编的一段显得突兀是因为原谱可以算是降e为主音的五声调式，具体是宫商角徵羽的哪个我就没怎么研究了，前面的旋律都是由35612所组成的，原曲561235的后一句接的是561 523 5235321，是延续了之前的降e五声调式的，而改编版的和纸浆采朱砂这一句我自己耳朵听是6 b5 6   7 2 7，从民族调式的角度上来说雅乐降e调的两个偏音恰好是b5和7，属于是很突然的一个转调，前面没有铺垫完全按照原曲，偏音还出现在改编的这一句的重拍强位上，听起来会很突兀是非常正常的。这是我个人闲的没事儿瞎白话，能看懂的帮我看看大致上对不对，有错了帮我挑挑错。,1
我学识浅薄学艺不精，我个人觉得改编的一段显得突兀是因为原谱可以算是降e为主音的五声调式，具体是宫商角徵羽的哪个我就没怎么研究了，前面的旋律都是由35612所组成的，原曲561235的后一句接的是561 523 5235321，是延续了之前的降e五声调式的，而改编版的和纸浆采朱砂这一句我自己耳朵听是6 b5 6   7 2 7，从民族调式的角度上来说雅乐降e调的两个偏音恰好是b5和7，属于是很突然的一个转调，前面没有铺垫完全按照原曲，偏音还出现在改编的这一句的重拍强位上，听起来会很突兀是非常正常的。这是我个人闲的没事儿瞎白话，能看懂的帮我看看大致上对不对，有错了帮我挑挑错。,1
铭记灾难，缅怀前行,1
"看到up腰射MP5打远有点吃力，要不试试均衡流smg45，可以打远可以打近，可以腰射可以开镜，就是射速一言难尽[doge]
SMG-45冲锋枪-全面战场-6G86BEC01CT76BQBKTM8K",1
"这些家伙真的是人类吗？
（指那些开赌的人）",-1
正好我两款都玩,1
千万别合伙，投资的也别要，自己开发哪怕借钱，只要上线暗区和平都得凉,-1
加油哥们，很期待,1
"弹幕里有好多说是采用了十进制才有的首位数字里1最多的结果，抱歉，几进制结果都一样，都是1最多。
甚至我们可以极端一点，二进制里，首位数字必然是1，没有其余可能。",1
听说牛哥亏了。赶紧过来给牛哥三连点赞投币收藏，牛哥亏了，我心好疼[偷笑][偷笑][偷笑],1
你们还真别说 这还真不是穷讲究 本地人确实都这么吃[笑哭][笑哭] 我还记得之前带我同学去早点铺吃早点 他们俩都是点的面茶（又腻又咸的稀的）+卷圈（又腻又咸的菜） 我劝了半天没劝住 他们说带角饼吃不了  又想尝尝面茶 结果就是哥俩没吃两口就放弃了[藏狐]（我自己当时是云吞+大饼卷圈）,0
牛逼，关注了,1
很不错了,1
09:10 下次会赚的[幻星乐园动态表情包_赞！]加油,1
100多粉前关注的主播都16万了？！！,-1
我吃了十多年都没吃明白方便面，今天听了您的教诲，醍醐灌顶，实在是佩服[抱拳],1
我怕会不会有亲戚什么的赶他们走……因为一开始又说不让住在父母那个房子里……,0
先放个入股在这里 ，证明我来过，还有已给三连[doge][doge][doge],0
tang心蛋，是淌还是糖还是溏？??怎么感觉有点不太对,0
绵羊，你还记得复刻火影忍者一乐拉面吗？我才发现我居然！那个时候就已经入羊坑了！！！！！,0
我还以为是和ai结合，输入oc设定导入live2D ，并且根据对话互动数据可以生成个性化形象性格的那种呢[思考],0
芜思，五四！！细节满满啊[星星眼][大哭][打call],-1
？桌宠这玩意儿已经这么成熟了为什么还那么多人求我不理解，Steam买个live2dviewerex,0
有些人不要弄混因果关系了，十擦九涨呀。就是外在表现好，有把握，所以才在那个地方开窗，而不是随便找个地方开窗就正好表现好。（视频中牛哥自己上手挑了俩地方开窗也是好翡翠）投币回血了，祝下次大涨[笑哭][支持],1
还需要适应，毕竟有人 觉得我玩个游戏 想怎么就怎么，怎么还得听你安排[笑哭]。,0
"那年我小学五年级，学校发动捐款，年少的我有收集硬币的习惯，主动把攒的所有硬币捐了出去，60元左右。
在那之后就再也没有收集过硬币。十七年过去，我依然为我少时的善举感到自豪，也为这些年即使经历了社会毒打而保持善良感到欣慰。
祖国加油！",0
挂糊羊肉串感觉不好吃[笑哭][笑哭]不如腌制的,1
太有创意了，超赞！！！,1
好奇完播率,1
恕我直言，从更新那天玩到现在，打了得三四十把，一把没赢过，指挥官不是闭口不言就是乱狗叫，完全打不过对面，对面的直升机能从A飞到D都打不下来，是真无语,-1
这块土壤会让很多真正搞技术研发的人寒心，别问我为什么。,0
[辣眼睛]这枪属性是不错，但是甲伤低射速快消耗高，遇到高级甲就难受的要死,1
我也没啥钱，只能尽自己一点微薄之力，炒面七元一份，做个小约定，请b站的十位朋友五年以后再来吃[奋斗]！加油！（地点就在商丘市虞城县江海花园门口）,1
M4A1暗杀流（娱乐玩法）-6G77NS40EU90O684D8QL5,1
虽然但是你只是把春晚的不及格改成了及格，最终这个成品质量和原版还是比不了的,-1
e虽然但是Niko性别似乎并未提及??,1
机器一响，牛哥白忙[滑稽][滑稽],-1
来了,0
这里有对马岛的战鬼，游走的猎魔人，冒险探索的德雷克，斩断不死的狼，伸张正义的黑客，从复仇到与自己和解的战神，梦中猎杀的猎人，为女儿赴死的父亲……最后是我们，每一个普通经历却又注定经历不凡的玩家！[打call],0
好涩好喜欢[星星眼],1
好看，爱看,1
Up主这个人是你授权给他做广告了，还是他盗视频了？这个挂的two33乐园的广告，然后上面飘着你名字的水印。[思考],0
牛哥，你已经十二分钟没更新了，生产队的驴都不敢这么歇[doge],-1
哥，哥，你真棒啊！我劳累??了一整天就是要看这种正能量的up视频[白荆回廊_期待],1
不就是桌宠吗……不知道在燃些什么,0
贫困地区要是指望一个网红而富起来的话，那和守株待兔有什么区别,0
"我的指挥官：
嘈杂的声音外加宿舍室友打游戏的声音
小孩哥虾基霸玩，高威胁单位不放
一言不语，只是一味的玩游戏",-1
"天啊，点开这个视频，看到铃的感动，和听到这首歌的感动，仿佛一瞬间让我回到了零几年的时候，第1次听到这个和看到pv都落泪了。[大哭][大哭][大哭]
up太牛批了！up的头像也让我很怀念~也是好几年的图了~[星星眼]",1
今晚咕子和水瓶座他们一起打的那一局，对面要是听到你开局精细到小队分工的部署，直接不想玩了,1
请这么多人，不唱原版,-1
三连关注入股。,1
前排耶,1
我有一个建议:反正都这么真实了不如增加一个植物折断,-1
我是四川雅安的，经历过汶川和芦山两次大地震。汶川那次我还小，不记得了。但是芦山那次真的非常清楚。那是个周六的早上，当时全校通知要求在早八点看防震减灾的电视直播，结果八点四分还是二十的时候就开始了第一次地震。如果不是当时要求家长和孩子一起看电视，肯定非常多的人在街上裸奔[笑哭]。当然也确实看到有人裸奔，我发小鞋都没穿就出来了。我们那离芦山比较近，所以震感非常强烈，我妈妈都是等了好几个小时，余震基本小了之后才敢回家拿好换洗衣服去阿婆家。当时确实被全国各地的抗震激情感受到了，我家分了两箱泡面和一袋馕饼还有几大箱矿泉水，吃了两个多月还没吃完[脱单doge]后来回学校后继续住帐篷，还经常偷班主任儿子的漫画书看[脱单doge]（我爸是中层和我们班主任同一年进学校的，关系非常非常好），偷喝班主任的奇奇怪怪味道的矿泉水。当时也不断有余震，所以一直都有早上地震，很多人穿个内衣就出来了[脱单doge]后来我们把板房修好，因为我一直住在学校的帐篷，就承担了每天早上给地板泼水的任务（毕竟6.7月份还在只有风扇的板房里面上课，那种炎热大家能想象到），最后我们下午非常非常热，下午就只能停课处理。再后来……就放暑假了[脱单doge][脱单doge][脱单doge],1
这里面玩过 底特律变人 双人成行 大多数 泰坦陨落2 空洞骑士 大革命 给他爱5 大表哥2 魂3 法环 黑猴 只狼 巫师3,1
孩子们其实我是未来人??我通过败者食尘回来了，真的很好玩，你们快赌??,1
能做到安装目录不是C盘已经赢了大部分人了[笑哭],1
没标记都能把路线记这么清晰，up牛的[惊讶],1
其实有些人玩fps，耳机不带，声音不开的。,-1
头发有点怪怪的 是不是上成次表面了）,-1
统计了我们学校公众号的阅读量，基本符合本定律,1
拍得出来已经是胜利，很久没有能让我会心一笑的短剧了，up加油,1
我也是河南人，大学毕业后来的新疆，因为是你医护工作者，已经两年没回去过了，小时候拼命想走出的大山成了我长大回不去的故乡,1
这一顿方便面得有400-500大卡，两个烧饼600大卡应该差不多，四个鸡蛋320大卡起，吃掉的火腿怎么也得100+吧。450+600+320+150=1520大卡。一顿早餐快够一天的热量了。,0
这视频风格跟帮卖葡萄大爷的一样连配音都抄一样的[笑哭],-1
姜萍[doge_金箍],0
什么，你说我居然抢到了小测佬的前排[微笑],0
请问一下这种是哪个专业的毕业设计，是不是拍视频就不用写毕业论文了？这种视频老师是怎么要求才能通过呢？求解，谢谢！,0
预算多少啊，道具其实不贵的，给护士装上义乳义臀嘴上手上抹油涂口红黑眼圈，无厘头的一种表现形式就是夸张，比原作更夸张才有亮点。太素了。,0
感谢聪聪用你的M4[脸红]直接给我报了个非洲之星，当局还直接杀4个清图了,1
服务员转身去工地找土木老哥借了个水平仪[吃瓜],1
双人成行 缺个搭子[笑哭],-1
谢谢up的视频！！[给心心]up可不可以多录一点这种视频，看的真的很舒适，温馨，让人放松，还能当作催眠视频QwQ[脱单doge](up不录也是可以哒，毕竟这一个就很费劲啦[打call],1
[大哭],-1
@SCP-菜虚鲲 @?????忍野忍 @崋胥之梦 @宫廷烧麦铺 @爱吃糖葫芦的阿楚 第九艺术说是,1
你的兄长哪里去了,0
其实无所谓甜粽子咸粽子、甜豆花咸豆花、甜汤圆肉汤圆、甜月饼肉月饼。。。只要好吃的，都是好的。但是总有一些无良商家或者什么利益相关者借着相关话题炒作，推出自家的一些奇葩根本就不是人类能接受的东西来挑起相关对立创造流量，或者某些餐厅食堂为了消耗多余食材去坑骗糊弄大学生或者其他消费者，这才是大家声讨和厌恶的初衷。美食总是在不停变化的，只要好吃能被公众所认可接受的，都是好的，就比如意式披萨到美式披萨再到榴莲披萨等等。。。但是你拿草莓红烧排骨还不好好做纯纯黑暗料理，不仅仅是浪费食材，还是在强坚食客味蕾这简直就是犯罪！！！,1
你这露脸不如抢??，抢人手机能有多少钱[喜极而泣],0
[笑哭]感觉俄罗斯小姐姐的声音和卢靖姗的特别像,1
真正的感觉是：你发现你的游戏不在电影中，才知道你圈子彻底冷了，也没翻身的机会圈子无人知晓[无语],0
还以为制作已经进入末期了在搞首发宣传，结果点开主页连demo都没有，那你让大伙赌集贸呢？??,-1
有没有一种可能这种程序早就有了，上面的模型都能从创意工坊免费下载,1
火神各种MV剧情测评看完哥们儿心如止水，这视频看一半被种草了这对吗[藏狐],1
"相信每一个有梦想的人！
我的设定的话，希望是一个浑浑噩噩却充满梦想的年轻人，就像现在这样，但是一心向善，渴望引导新的潮流，最好再给我一个轰轰烈烈的退场，人生需要一点奇幻色彩
硬要说的话，就像炎拳里的阿格尼一样，哦，对了，我有个很宏大的名字叫向麒麟，但却没有宏大的经历 没能大展宏图
说的很散 没有条理，但我知道 您应该知道我在说什么[大哭]我要继续回去玩地球online了，谢谢",1
豪堪[盒中之海_哦吼吼],1
我当年上初中，毫不犹豫捐了 300 块，一周生活费，我很爱国，后来大学毕业去从军????????????,1
又看了一集,1
心疼我们姐的手指头,1
服务员:这男孩长的真清秀啊[滑稽],1
利用好网红的身份，多传播点正能量，帮助更多的人[tv_点赞],1
打出了殷夫的线和丁玲的线，真的非常感动，感谢主创们！??,1
"你这差个最重要的东西：粉色枪皮
越粉打人越狠嘛[doge][doge]",0
我就好奇一个事，为什么投币比点赞多[思考],1
相信国家的眼光，不收编肯定是没必要[吃瓜],1
这就是我身为中年人却不看微博抖音快手小红薯，独爱B站的原因，B站的年轻人让我看到了更多正能量，更多积极向上的东西。,1
"为什么总有些外行人觉得造飞机很难呢！
网上一堆开源，都不用自己去做校核，回搞机加工都能造，而且吧！绝大部分低空飞行器公司都不做产品，跟地方勾结纯骗补贴的。",0
很感谢我家里人在我很小的时候让我自由地去接触游戏，尽管我是08年出生的，但却经历了12年左右那种游戏玩家们的纯粹[打call],1
新疆的面粉劲道，揉得出活路。,1
一月份的海灯节我就是用玛薇卡骑摩托从话事处开到了璃月，体验了一把赛博骑行，期间让火神大人摔死了两次[tv_笑哭],1
看了一堆评论，味道怪的很，忘了最初这些艺术创作的初心了吗，我就放个图在这[极简蓝白_别急],-1
额以前很多黄油都有啊更别说大厂游戏也有些触摸的，弹幕是真逆天,-1
都2025年了它为什么还不会自动清理,0
都2025年了它为什么还不会自动清理,0
店员:亲，创可贴要去药店购买哦[害羞],1
文案感觉像小学课文很亲切,1
这样对比下，原版演员真的各个都是经典啊,1
两串给我干饱了[笑哭][笑哭],1
黑衣服中国女生有b站账号嘛[星星眼],-1
调成480p然后4:3之后太对味了我c,-1
吃过，其实就那样,-1
看得我好感动啊，但是不知道为什么。,1
新疆羊肉串 得来新疆才能吃到 肉质完全不一样  我们这里的烤肉真的没有这么多调味料 只有盐 孜然和辣椒面 讲究的就用鸡蛋提前腌一下肉。挂糊也特别简单 就是面粉鸡蛋糊而已。[OK],-1
你以后的剧情线我都想好了一共5个线第一个先是你和妻子第二个是妻子和孩子第三个线是你拯救孩子,1
原神×三角洲行动 联动前瞻预告,1
省流，哎呦我去[呆],-1
相当不错 相当还原 后生可畏 加油！,1
绵羊料理10岁了！,1
17年啊……好像很长，好像又很短。,1
芜思，五四，芜思，吾思，我思故我在,1
这么一看哈尔滨的建筑风格确实挺像俄罗斯的[笑哭],1
这不火就是阿b的损失,-1
直升飞机不是早有了吗，自己造出来又能怎样，花一辈子研究别人早做出来的东西这不闭门造车吗，你说别人技术垄断你去研究还行，关键别人也没垄断啊，你想买市场上直升飞机一大堆有必要重头做起吗，有点自我陶醉了吧,-1
今天的b站就逛到这里吧@S13_v我50 @幻时寒 @沙拉果冻,1
非常好的作品,1
赢了会所嫩模，输了会所当嫩模[doge_金箍],0
"fnf（开头蓝发红帽子的角色bf为主角的音游）戏份只有开头有，而且仅限于序章（一堆小动画的合集，还不是Indie cross的正片，最多算前传）有一点片段，其余fnf没有任何戏份，而同为序章的茶杯头和UT仍有戏份，这可能是一些圈外人疑惑的点之一
其实原因就是indie cross最早始于fnf模组，当时的模组主创就是ic系列的作者MORO，模组v1（视频里显示的画面，v2待更新）发布于2022年，但随后由于MORO的性格问题退出了模组团队，主创也进行了更换，而于2023年后半年MORO由于圈子内的人缘问题以及对FNF这个官方不作为只靠同人吃老本的游戏失望，制作出了一个属于自己OC的FNF模组作为道别，模组发布后彻底退出FNF圈（讽刺的是MORO退圈的不到一年FNF官方就恢复了停止三年的更新，并且恢复了活跃状态，进行了不下五次的大小更新）这里就能明白开始还会有fnf元素的原因，当时并没有决定退圈。而ic第一集发布于2023年，此时已经决定退圈了，自然这个系列的正传不会有FNF元素
关于FNF那边模组的问题，目前团队大换血，也换了主创，三年间也在持续制作，v2发布日期待定（按原本计划现在已经发布了将近一个月了）由于彻底和MORO撇清了关系，从此以后这两个系列的唯一关系就只有同一主题，这也意味着我们将能看到两个版本的IC剧情，只不过模组那边是以BF为主角来看，并且设定上只有序章部分是相同的，也就是说会有不同的对IC系列的理解，我认为还是值得期待的（当然非FNF粉很可能不会感兴趣，这个模组在FNF的影响力还是相当大的，三年过去至今仍霸榜最受欢迎的模组）",0
头发效果太好了吧wawawa！[绝区零_羞羞][绝区零_羞羞][绝区零_羞羞][绝区零_羞羞][绝区零_羞羞][绝区零_羞羞],1
个人觉得，这个石头就是亏在太薄又太宽，导致藓深入太多，如果是块状的，估计结果大不一样，不知牛哥是否认同。,-1
能获得游戏中的所有能力的话，小骑士为什么不能获得虚空神力直接变虚空神？,0
绵阳人，当时受害最严重的就是北川那一带（虽然说是汶川地震，但是绵阳人应该都清楚受害最严重的是北川）我虽然不在那里，但是我老妈负责去指挥了（算不上多大的指挥，就是去主动召集一下救灾人员，毕竟我妈当时身体也不大好）我当时还以为她要深入一线怕她回不来了晚上抱着她哭（那时候我才四五岁）,1
已经做的很好了，服装镜头都很还原，肯定是下了大力气的,1
米哈游x腾讯 我怎么会做这样的梦[笑哭],0
我当指挥官 直接给队伍听这段视频[doge],0
离我这18公里，我下个星期休息就去！,1
运镜，剪接，调色都很厉害，请问怎样才能跟你们做朋友，请问有wx吗？不要听别人的吹毛求疵，他们不知道这有多难。,1
我还是喜欢看切涨的，不爱看大理石，下一期快快更新,1
好香好香[醒醒收藏集_喜欢],1
哇哦～,1
兄弟们，我有广告，放心，我能回血,1
有如此麻烦事说明什么？我认为电脑存储或者整个电脑需要再来一次革命！,0
下回遇到这种的先把抢手机的打瘫在地上再说，宁做被告不做原告，问就是应激了,-1
当有人觉得丁真是无辜的，我就知道大手赢了,0
佐娅感觉隔壁流萤更合适[doge],0
"与TAKE ME HAND组成了我的童年，要是童年有声音，一定是这两个声音
缅怀我的童年，那是段小有遗憾的时光
即使现在更遗憾有了很多小时候幻想的东西，但总是找不回来那种感觉了",1
这指挥官系统太抽象了，在地图上做点战术标记的功能比开麦指挥好用多了。游戏把战地指挥官的全域雷达改成了露娜探测箭，火炮支援拆成了缩小版的火炮和核弹，因为地图小又放弃了高空无人机的侦查功能。反观战地的指挥官拥有远超步兵的权限，如果指挥官玩的不行就会被票下去由其他人接替，这指挥官除了一个嘴没有任何能影响战局的武器系统，指挥战斗还要用请求的语气,1
居然没有怪猎，有一说一我还挺喜欢的，这种不同武器打大型怪物的游戏,1
恭喜你做出了一个可能是 人生最要的片子  这种片子不是说最好  但是绝对是10年后 20年后 30年后拿出来反复观看的 只属于自己的经典,1
真的是骂丁真吗，不过是骂背后的资本罢了，骂现实的残酷戏谑罢了,-1
如果有什么办法生成数位随机的纯随机数就好了，那样的话可以试一试，不过这就完全跳出了「生活中」这个条件了。[tv_笑哭]我有个不严谨的推断，我认为生活中的数大多都是从1开始涨的，点赞数也好，商品价格也好，寿命也好，他们大多都有一个「上限」，比如点赞数不可能超过视频平台账号注册数，点赞数的上限是账号数（当然啦，加上其他的条件会让这个上限更小），但他们的下限几乎都可以是「0或1」，这样从1开始向上涨，从「1」开始数，当数到数字x时，发现在小于x时，1开头的数字永远大于等于其他数学的个数。[tv_疑问]我认为关键和「上限」数字的选取有关，不严谨的说，上限数的选取概率采用1-9评均一个数字为1/9，只选取位数相同的，位数不同的就粗糙的忽略不计，上限数的首位选取1时发现在上限之内选到1开头的数字概率为100%，以此类推，将概率加和后除9，得到的最终概率约等于31.43%，与本福特定律的概率30.1%大抵吻合，当然了，只是粗糙计算，但是能得到这个数据我也很高兴了,1
哦不怎么是春晚版,0
哦不怎么是春晚版,0
真好啊...虽然退游了但是看着这一路走过来的风景还是会忍不住心头一颤，配合每个地方的BGM真怀念自己还热爱这个游戏的时候...,1
店员:小盆友你家长呢？小盆友买内衣要麻麻陪同哦[doge_金箍],0
重新发了一遍，被限流了，申诉也没有通过，看过的打扰了[保佑][保佑],-1
哎，彭友，你币有了，再给我送两百个皮牙子馕，一百个不放辣，一百个放辣子。烤成酥酥脆脆的，不然我的手段你是知道的[doge_金箍],0
刚考完试就可以看绵羊[打call][打call],1
他本人我不太关心，但00:52闻花那个镜头还真挺好看[笑哭]摄影师太牛了，有故事感，其他小鲜肉可拍不出这种少年感,1
up??！我就住凤凰城！我经常去吃叔叔的早饭,1
建议去了解一下一个好游戏是由哪些东西构成的，然后慢慢分解为一个一个小目标，慢慢去做，很可能是以年为计量单位的，b站的小朋友很多，他们觉得牛逼，只是因为不是行业内的人。,1
这是不是意味着过些日子就能看到蒙德零号大坝，璃月溪谷，枫丹什，纳塔基地,1
三可莉莉绝密蒙德堵桥来1＝2 出神之心先把神之心扔河里 有鼠鼠打暗号骗出来杀了后堵桥风起地飞升接完不走继续堵桥丢包也不走蹲到迷失一直堵桥 打之前先打局瓦找个艾莉丝女士当消耗品,-1
其实这种画质对现在的所有厂商都不难，难的是怎么去优化来适配低端机型，不可能人人都是5090，如果只有高端显卡才能流畅运行那就注定不会有太大市场，所以只能说很多人把做游戏想的太简单了[笑哭],0
看到这，只能说资本限制了太多人的想象力，从经济学角度，资本主义是落后于共产主义的一种模式，但太多人喜欢追逐短期利益，放弃了原有的合作制生产模式。,1
那年初一，下午上思政课，震感来的时候以为是后桌在摇我凳子，然后就听见楼上噼里啪啦的下楼声[大哭][大哭][大哭],-1
完了，绵羊塌房了[doge_金箍],0
【全体起立，跟我朗诵!两个黄鹂鸣翠柳，你还没有女朋友!雌雄双兔傍地走，你还没有女朋友!问君能有几多愁，你还没有女朋友!抽刀断水水更流，你还没有女朋友!路见不平一声吼，你还没有女朋友!此曲只应天上有，你还没有女朋友!我们都是单-身-狗!,0
up主的毕业设计随便怎么做都无所谓了，反正毕业也不找工作了[脱单doge]希望越来越多的人歌颂中国人的勤劳,0
反正东亚这一片的平均值就是A，白菜已经是平均值了，根本不必担心[doge][doge][doge],1
这才是正能量的，不管怎么样，帮助了需要的人,0
“孩子去住别人家”这话看不得[墨镜]。我真没哭。,-1
额，其实不用通过应用改缓存位置。win10系统就能直接win+i快捷键进入设置，在左边选存储点击，再在右边用滚轮下翻，找到“更改新内容保存位置”，当然你可以直接搜。全部改成C盘以外的地方就好了，这样以后下载的所有软件缓存都不会进C盘，连软件下载的数据资料都不会进。在分配C盘100G的情况下，用到电脑坏掉，换硬盘都不一定能满。除非你有专业软件需求，为了兼容性只能安装在C盘，那就没办法了。,1
也就是说，假如你活了一万年，你的主观时间感受的中点是物理年龄的38岁,1
不哭，这三瓜两枣[捂眼],1
有b友知道这是什么游戏吗？感觉好帅有宿命感，有点荣耀战魂那味[星星眼],1
那个时候读初中，攒了500想买MP3。事发之后，立马全捐给灾区了！,1
免费提供各种常见病药物可以邮寄类 降压 降糖 感冒 （慢性病 精神类 等管制类药物不可邮寄 鲁西南地区可送） 立贴为证,1
有没有天津的朋友说一下这是天津正常吃的量还是偏大的,1
[笑]等我在非洲攒够钱，我也准备回去，把老家的宅基地收拾收拾，改成机房，我要造自己的装装甲。[大笑],1
切垮的料卖给@大师薛，他最近视频里买买料给的价格很离谱，你的这包料按他的给价，回本再翻倍是不成问题的[滑稽],-1
一个人做游戏的话，还是注重游戏性的好，毕竟画面都是套模板的，千篇一律,1
阿婆演得不行，拐杖完全没借到力。,-1
游戏里的经验值或者经济体系什么的，通常会选择平方分布或者指数分布，也就是等级越高需要的经验值或者升级材料越多。其实也会卡在某个等级下的人数可能导致符合这个定律。,0
我也帮店员摸摸，减少点工作量[甜心萌菜动态表情包_冲],1
好耶 小鬼聚集地[Ave Mujica_挺好],1
m4都快10w了啊，不要在涨价了，有这钱我不如加点上k4了,1
替牛哥心疼了[doge],0
可能是地区问题我们这里吃完面不用放炮仗[doge_金箍],1
这么多游戏只有oneshot和哈迪斯全成就了[笑哭],1
这不是游戏，它是我的老友，让我体会酸甜苦辣之感，它也是艺术品，第九艺术,1
咩咩咩,1
差点以为没穿,-1
米哈游！我要玩这个！[星星眼],1
几百年前就有的东西，Steam上一堆虚拟桌宠，就这样能直接一个视频涨1.9w粉？,-1
不好意思第一眼看成现实世界了[雪未来_嘿嘿],-1
靠，有这种小孩儿的联系我，我缺一个弟弟。,-1
一个游戏就是一个世界，可惜我没能完整的通关任何一个世界,-1
好好的摸,1
